,symbol,expiry,tte,und_price,0.95,0.85,0.7,0.5,0.3,0.15,0.05,0.95_str,0.85_str,0.7_str,0.5_str,0.3_str,0.15_str,0.05_str
0,AMC,2021-06-25,0.0011857707509881422,54.289798736572266,2.5587379741140666,1.70647656820252,1.497397756523149,1.4562878148677212,1.5123798933926043,1.6827893834316539,2.2558481531130696,47.156529748624024,51.1675546010367,52.92340051525476,54.39394680789118,55.92831513366996,57.82385315345393,61.9367199863238
1,AMC,2021-07-02,0.020948616600790514,54.33100128173828,1.8447408910634813,1.6115876600878258,1.611397228641819,1.6739099987613528,1.8175776404642492,2.143556450131153,3.060427174039694,36.278524326976196,43.82774989729583,49.38201966913831,55.94744531158487,64.5457346796199,78.60681442398385,124.2185257470566
2,AMC,2021-07-09,0.040711462450592886,54.310001373291016,1.957359852449889,1.712985332575894,1.7259313403052547,1.7794472805716814,1.917975922622782,2.177444417968963,-1.0,30.657172924002783,40.28918887262805,48.0731790102771,57.92470089903836,71.70665407612871,94.29937532375699,-1.0
3,AMC,2021-07-16,0.06047430830039526,54.303001403808594,2.091411048032604,1.8609609978710697,1.876362008207943,1.9593457289395884,2.112709751064054,2.4483920695387043,-1.0,26.586913738343277,37.51066690601704,47.41000690639604,60.970937088213994,81.66571732649476,121.50715802726235,-1.0
4,AMC,2021-07-23,0.08023715415019764,54.279998779296875,2.029327916071642,1.8636111000068543,1.923268310271918,2.0435604095380198,2.1737826185999705,-1.0,-1.0,24.87787574580982,36.108793965750095,47.32794704904049,64.18891467075271,90.60175123196454,-1.0,-1.0
5,AMC,2021-07-30,0.1,54.27000045776367,1.9780904353088895,1.8908247270034881,1.9995580233184929,2.110792488974954,2.217413816468869,-1.0,-1.0,23.588815050763166,34.928851761050865,47.58981009600849,67.80831709326748,100.18914883730767,-1.0,-1.0
6,AMC,2021-08-06,0.11976284584980237,54.2400016784668,2.038833294527383,1.9408048395520865,2.045403297337606,2.1504708594011164,2.2467750300600917,-1.0,-1.0,21.66829652832176,33.86306018648986,48.14047201539261,71.59538696625388,110.3151366620405,-1.0,-1.0
7,AMC,2021-08-20,0.1592885375494071,54.229000091552734,1.9151066253478455,1.8808239827268045,1.9956766518356133,2.083465994511074,2.1479632624865475,-1.0,-1.0,20.66454335762604,33.02741708238146,49.064351048800106,76.67661223254919,122.80334304237041,-1.0,-1.0
8,AMC,2021-09-17,0.23833992094861658,54.22999954223633,1.8371114923905325,1.815025719288464,1.9164909358118989,1.9776548663734212,-1.0,-1.0,-1.0,18.547829244407346,32.06725454654922,51.46879998970991,86.44283815380302,-1.0,-1.0,-1.0
9,AMC,2021-12-17,0.4952569169960474,54.2327995300293,1.6311550640806232,1.5860111174363483,1.6515398267231038,1.626014975916648,-1.0,-1.0,-1.0,15.859512517229927,31.8008600265766,57.968854006194334,104.39389662344013,-1.0,-1.0,-1.0
10,AMC,2022-01-21,0.5940711462450593,54.24909973144531,1.5831530517030006,1.5606383762028593,1.5827816684529836,1.5355135957894703,-1.0,-1.0,-1.0,15.356502663839349,32.172054251481185,60.27305005509827,109.35726258907717,-1.0,-1.0,-1.0
11,AMC,2022-07-15,1.0881422924901185,54.29999923706055,1.4687466389561852,1.4358767914041755,1.4473906539041945,1.3429577265001185,-1.0,-1.0,-1.0,14.106682911736293,35.29003853800696,76.9250090229359,144.978124411143,-1.0,-1.0,-1.0
12,AMC,2023-01-20,1.6217391304347826,54.29999923706055,1.3900270146300255,1.329642892121792,1.2922662717112494,-1.0,-1.0,-1.0,-1.0,14.143877192040279,39.369597926981534,88.72774133963631,-1.0,-1.0,-1.0,-1.0
